,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
152,Marouane Chamakh,Crystal Palace,EPL,18,1163,2,2,0,2.013119178,0.683624979,2.013119178,0.155787383,0.052903051,0.155787383,F M S,11,18,4,0,1.094944246,2.579961414
153,Yoan Gouffran,Newcastle United,EPL,31,1991,2,2,1,1.54597266,1.589275518,1.54597266,0.069883244,0.071840681,0.069883244,F M S,24,19,3,0,2.550132522,4.41646954
154,Brede Hangeland,Crystal Palace,EPL,14,1175,2,2,1,0.985532679,0.550883949,0.985532679,0.075487609,0.042195366,0.075487609,D S,4,4,2,0,0.868882371,0.915935187
155,Ramires,Chelsea,EPL,23,1089,2,2,4,1.873456612,2.08005931,1.873456612,0.154831125,0.171905728,0.154831125,M S,17,10,4,0,3.957371363,7.350642169
156,Mauro Zárate,"Queens Park Rangers,West Ham",EPL,11,481,2,2,1,0.71678455,0.428425044,0.71678455,0.134117691,0.08016269,0.134117691,M S,17,7,2,0,0.561116403,1.217590535
157,Andrej Kramaric,Leicester,EPL,13,569,2,2,0,2.063564505,0.695319816,2.063564505,0.326398604,0.109980287,0.326398604,F S,23,6,0,0,0.410810066,2.527539687
158,James Morrison,West Bromwich Albion,EPL,33,2567,2,2,1,1.743669483,3.099484246,1.743669483,0.061133718,0.108669101,0.061133718,M S,30,37,3,0,6.145425918,8.344453551
159,Jack Wilshere,Arsenal,EPL,14,739,2,2,1,2.419226579,1.433891115,2.419226579,0.294628406,0.174628147,0.294628406,M S,18,16,4,0,4.517602872,7.234430809
160,Ben Mee,Burnley,EPL,33,2889,2,2,1,1.930388873,0.867081787,1.930388873,0.060136725,0.027011894,0.060136725,D S,20,17,10,0,3.460904581,4.240652432
161,Scott Arfield,Burnley,EPL,37,3210,2,2,1,3.165451346,2.056791665,2.404282479,0.088750972,0.057667056,0.067409789,M S,44,28,6,0,5.223955657,8.505875397
162,Ahmed Elmohamady,Hull,EPL,38,3420,2,2,5,1.91304596,4.91664468,1.91304596,0.050343315,0.129385386,0.050343315,D M,16,64,4,0,4.934709951,9.793044927
163,Eljero Elia,Southampton,EPL,16,798,2,2,0,0.751864346,0.714442188,0.751864346,0.084796731,0.080576187,0.084796731,F M S,15,11,2,0,0.864438217,1.744669829
164,Carlton Cole,West Ham,EPL,23,894,2,2,0,1.729157691,0.656083535,1.729157691,0.174076278,0.066048678,0.174076278,F S,17,8,2,0,1.450974882,2.539834868
165,Niko Kranjcar,Queens Park Rangers,EPL,22,1108,2,2,1,1.911733778,1.730944684,1.911733778,0.155285235,0.1406002,0.155285235,M S,42,20,2,0,1.027125288,3.014049275
166,Tomas Rosicky,Arsenal,EPL,15,562,2,2,1,0.969735088,1.537518786,0.969735088,0.155295655,0.24622187,0.155295655,M S,10,7,1,0,3.271369075,4.887206275
167,Lazar Markovic,Liverpool,EPL,19,932,2,2,1,1.880379109,1.46194551,1.880379109,0.181581674,0.141174996,0.181581674,M S,16,20,0,0,2.207890293,5.297791849
168,Sammy Ameobi,Newcastle United,EPL,25,1416,2,2,2,0.992426102,1.880084894,0.992426102,0.06307793,0.119496921,0.06307793,F M S,26,21,2,0,1.505947955,3.592301464
169,Joe Allen,Liverpool,EPL,21,1477,1,1,0,0.70047042,0.543427413,0.70047042,0.042682693,0.033113383,0.042682693,M S,12,15,3,0,2.211216335,3.109192428
170,Calum Chambers,Arsenal,EPL,23,1574,1,1,1,0.814212818,0.884272053,0.814212818,0.046556006,0.050561934,0.046556006,D M S,7,11,7,1,3.275847214,3.619198307
171,Joel Ward,Crystal Palace,EPL,37,3330,1,1,0,0.311808757,0.883999029,0.311808757,0.008427264,0.023891866,0.008427264,D M,12,22,4,0,2.126584355,2.67551452
172,Winston Reid,West Ham,EPL,30,2497,1,1,0,1.236665422,1.220721115,1.236665422,0.044573443,0.043998759,0.044573443,D S,11,8,10,0,3.856601691,3.956110122
173,James Tomkins,West Ham,EPL,22,1858,1,1,3,2.159363301,2.03297474,2.159363301,0.104597792,0.098475633,0.104597792,D S,18,10,6,0,1.439867014,1.533142123
174,John Stones,Everton,EPL,23,2046,1,1,0,0.204156805,0.655291034,0.204156805,0.008980505,0.028825119,0.008980505,D,7,4,1,0,3.278604332,3.357924957
175,Arouna Koné,Everton,EPL,12,611,1,1,1,1.128450908,0.729557228,1.128450908,0.166220265,0.107463422,0.166220265,F S,14,6,2,0,1.068482496,2.423885927
176,Emre Can,Liverpool,EPL,27,2068,1,1,0,0.45097774,1.275242023,0.45097774,0.019626691,0.055498928,0.019626691,D M S,15,12,2,1,5.86542061,6.675912492
177,Martin Skrtel,Liverpool,EPL,33,2970,1,1,0,0.999261256,0.442279391,0.999261256,0.030280644,0.013402406,0.030280644,D,19,5,8,0,6.732438703,6.885372733
178,Pablo Zabaleta,Manchester City,EPL,29,2590,1,1,4,1.358448617,3.755092047,1.358448617,0.047204778,0.130485824,0.047204778,D,12,26,6,1,14.82117458,16.99708934
179,Gaël Clichy,Manchester City,EPL,23,2060,1,1,3,1.079268159,2.304030353,1.079268159,0.047152492,0.10066152,0.047152492,D,8,26,1,0,8.595533903,10.75069864
180,Martín Demichelis,Manchester City,EPL,31,2554,1,1,0,0.381497242,0.262827056,0.381497242,0.013443521,0.009261721,0.013443521,D S,8,5,6,0,10.46040908,10.52768347
181,Toby Alderweireld,Southampton,EPL,26,2264,1,1,0,0.931111373,0.697147269,0.931111373,0.037014145,0.027713451,0.037014145,D M,18,7,3,0,5.187421562,5.908180624
182,Mousa Dembélé,Tottenham,EPL,26,1122,1,1,1,1.145338994,0.756120074,1.145338994,0.091872112,0.060651343,0.091872112,M S,11,22,1,0,2.885470116,3.640642164
183,Ryan Mason,Tottenham,EPL,31,2342,1,1,4,2.917305741,2.606097594,2.917305741,0.112108248,0.100148925,0.112108248,M S,41,29,10,0,7.4308144,12.22635246
184,Michael Carrick,Manchester United,EPL,18,1460,1,1,2,0.286310214,1.698483771,0.286310214,0.01764926,0.104701054,0.01764926,D M S,8,8,1,0,6.086601514,7.280934926
185,Alan Hutton,Aston Villa,EPL,30,2415,1,1,0,0.93246582,1.934474833,0.93246582,0.034750279,0.07209223,0.034750279,D S,11,23,8,0,3.383752346,5.218910497
186,Joleon Lescott,West Bromwich Albion,EPL,34,3060,1,1,2,2.396697421,0.549325587,2.396697421,0.070491101,0.016156635,0.070491101,D,14,2,3,0,3.877226576,3.877226576
187,Carlos Sánchez,Aston Villa,EPL,28,1987,1,1,0,0.370700783,0.702973488,0.370700783,0.016790675,0.031840772,0.016790675,M S,17,9,6,1,3.239828752,3.633656723
188,Jores Okore,Aston Villa,EPL,23,2005,1,1,0,0.788554981,0.543160603,0.788554981,0.035396483,0.024381274,0.035396483,D S,6,6,6,0,3.47983269,3.588410651
189,Scott Sinclair,"Aston Villa,Manchester City",EPL,11,458,1,1,0,1.002359465,0.105038423,1.002359465,0.1969702,0.020640738,0.1969702,F M S,7,2,0,0,0.499523366,1.437374771
190,Nemanja Matic,Chelsea,EPL,36,3124,1,1,3,2.798708323,2.380421451,2.798708323,0.080628601,0.068578083,0.080628601,M S,29,24,10,1,12.93009121,14.20253209
191,Gary Cahill,Chelsea,EPL,36,2986,1,1,0,1.824859113,1.692150294,1.824859113,0.055002451,0.051002521,0.055002451,D S,22,4,5,0,5.403008707,5.606335098
192,Jefferson Montero,Swansea,EPL,30,1551,1,1,7,1.010592537,3.652137883,1.010592537,0.058641733,0.211922895,0.058641733,F M S,13,27,0,0,3.300380789,6.563085107
193,Fabio Borini,Liverpool,EPL,12,389,1,1,1,1.947102088,0.933335019,1.947102088,0.450486344,0.215938693,0.450486344,F S,14,8,1,1,0.163853679,2.362626836
194,Lee Cattermole,Sunderland,EPL,28,2367,1,1,0,0.230887134,1.055035215,0.230887134,0.008778978,0.040115407,0.008778978,M S,10,12,14,0,4.694635943,5.422041392
195,Robert Huth,"Leicester,Stoke",EPL,15,1186,1,1,0,1.173651633,0,1.173651633,0.08906294,0,0.08906294,D S,16,0,2,0,0.852078751,0.950620633
196,Marcin Wasilewski,Leicester,EPL,25,1985,1,1,1,1.421762008,0.887192497,1.421762008,0.064462761,0.040225353,0.064462761,D S,12,6,6,0,1.985407277,2.42554935
197,Daryl Janmaat,Newcastle United,EPL,37,3263,1,1,6,1.410137556,2.940818589,1.410137556,0.038894386,0.081113599,0.038894386,D,35,31,6,1,4.356652535,6.786441311
198,Steven Taylor,Newcastle United,EPL,10,655,1,1,0,0.42362681,0,0.42362681,0.058208264,0,0.058208264,D S,5,0,2,1,0.706619008,0.807870751
199,Siem de Jong,Newcastle United,EPL,4,143,1,1,0,0.47184662,0.401458047,0.47184662,0.296966404,0.252665904,0.296966404,M S,5,3,0,0,0.085249938,0.958554639
200,Emmanuel Rivière,Newcastle United,EPL,23,1231,1,1,1,3.65404541,0.912638417,3.65404541,0.26715198,0.066724173,0.26715198,F M S,32,15,0,0,1.454859563,4.948962828
201,Graham Dorrans,West Bromwich Albion,EPL,21,1608,1,1,3,1.509350731,2.654245943,0.748181893,0.084478586,0.148558542,0.041875852,M S,20,25,5,0,2.684155546,4.214195337
202,Jonas Olsson,West Bromwich Albion,EPL,13,817,1,1,0,0.36952664,0.715854893,0.36952664,0.040706729,0.078857944,0.040706729,D S,3,2,2,0,1.174784726,1.194092772
203,Gareth McAuley,West Bromwich Albion,EPL,24,2071,1,1,0,1.142200453,0.52586155,1.142200453,0.04963691,0.022852506,0.04963691,D,8,3,2,1,1.625779258,1.661136659
204,Darren Fletcher,"Manchester United,West Bromwich Albion",EPL,26,1711,1,1,0,0.450670054,0.880270224,0.450670054,0.023705614,0.046302934,0.023705614,M S,10,14,3,0,2.994836293,3.302549046
205,Stéphane Sessegnon,West Bromwich Albion,EPL,28,1768,1,1,3,2.128125826,2.781204781,2.128125826,0.108332197,0.141577166,0.108332197,F M S,29,32,5,0,3.946111673,8.531759061
206,Sandro,Queens Park Rangers,EPL,17,1240,1,1,0,0.671546606,0.126149561,0.671546606,0.048741286,0.009156017,0.048741286,M,17,3,6,0,2.140802152,2.610535854
207,James Ward-Prowse,Southampton,EPL,25,1488,1,0,6,2.942589916,3.922465467,2.181421079,0.177979229,0.237245895,0.131940791,F M S,30,34,0,1,3.36663832,6.434095915
208,Maya Yoshida,Southampton,EPL,22,1688,1,1,1,1.730607607,0.326195225,1.730607607,0.092271733,0.017391926,0.092271733,D S,10,4,3,0,2.563653198,2.932804557
209,Gabriel Obertan,Newcastle United,EPL,13,644,1,1,1,0.397958782,1.340719229,0.397958782,0.055615358,0.187367594,0.055615358,M S,7,14,0,0,1.708182607,2.548729442
210,Marko Arnautovic,Stoke,EPL,29,1930,1,1,5,3.115517293,3.510803876,3.115517293,0.14528319,0.163716243,0.14528319,M S,44,42,2,0,3.45901036,8.556442963
211,Ciaran Clark,Aston Villa,EPL,25,2000,1,1,2,2.343071144,0.878008292,2.343071144,0.105438201,0.039510373,0.105438201,D S,16,6,8,1,2.249184307,3.196847866
212,Mathieu Flamini,Arsenal,EPL,23,1455,1,1,1,1.008351316,0.18820588,1.008351316,0.062372246,0.011641601,0.062372246,M S,7,5,3,0,3.863503756,4.853084901
213,Rolando Aarons,Newcastle United,EPL,4,121,1,1,0,0.342945099,0.082778074,0.342945099,0.255083131,0.061570468,0.255083131,S,7,2,1,0,0.167507574,0.426251754
214,Danny Graham,Sunderland,EPL,14,620,1,1,0,1.109558295,0.176996058,1.109558295,0.161064914,0.025692976,0.161064914,F M S,10,6,0,0,0.397662617,1.552800033
215,Fabricio Coloccini,Newcastle United,EPL,32,2839,1,1,0,1.313181461,0.722194046,1.313181461,0.041629564,0.022894492,0.041629564,D,9,2,3,1,3.242397698,3.846536966
216,Glen Johnson,Liverpool,EPL,19,1324,1,1,0,1.052791423,0.306963005,1.052791423,0.071564372,0.020866065,0.071564372,D S,8,5,2,0,2.420418879,3.636018209
217,Gastón Ramírez,"Hull,Southampton",EPL,23,997,1,1,2,1.020417328,1.636369785,1.020417328,0.092113901,0.14771643,0.092113901,F M S,17,23,1,1,1.941876668,3.157587877
218,Steven Caulker,Queens Park Rangers,EPL,35,3019,1,1,0,2.944730393,1.17992302,2.944730393,0.087785934,0.035174916,0.087785934,D S,28,17,1,0,2.803646291,3.971538574
219,Alex Oxlade-Chamberlain,Arsenal,EPL,23,1497,1,1,1,2.849111274,3.690096484,2.849111274,0.171289255,0.221849488,0.171289255,M S,32,35,4,0,4.923703037,9.594998602
220,Mathieu Debuchy,Arsenal,EPL,10,811,1,1,0,0.822550751,0.398187339,0.822550751,0.091281834,0.044188484,0.091281834,D,8,2,2,0,2.842830013,3.002784621
221,Mike Williamson,Newcastle United,EPL,31,2413,1,1,1,1.364032794,0.871988915,1.364032794,0.050875653,0.032523416,0.050875653,D S,10,6,5,2,2.126366965,3.218870863
222,James Wilson,Manchester United,EPL,13,329,1,1,0,1.063262548,0.044586029,1.063262548,0.290862095,0.012196786,0.290862095,F S,8,1,3,0,0.800579613,1.496161247
223,Aiden McGeady,Everton,EPL,16,903,1,1,2,0.991621766,2.220250994,0.991621766,0.098832734,0.221287474,0.098832734,M S,22,17,1,0,1.261889977,3.716993203
224,Joe Cole,Aston Villa,EPL,12,263,1,1,1,0.276955107,0.451603474,0.276955107,0.094775512,0.154541113,0.094775512,F M S,4,7,0,0,0.261520327,0.66494015
225,Kevin Nolan,West Ham,EPL,29,1742,1,1,1,3.66209122,0.929047586,3.66209122,0.189201039,0.047999014,0.189201039,M S,31,12,2,0,2.065542864,4.468470437
226,Michael Kightly,Burnley,EPL,17,959,1,1,2,1.54439659,1.130386938,1.54439659,0.144938158,0.10608428,0.144938158,M S,14,9,3,0,0.667864941,3.126601608
227,Jake Livermore,Hull,EPL,35,3041,1,1,1,1.223871229,0.993218815,1.223871229,0.036221115,0.029394835,0.036221115,D M,34,27,10,0,4.03489108,5.719380047
228,David Meyler,Hull,EPL,28,1728,1,1,1,0.9084791,0.965927882,0.9084791,0.04731662,0.050308744,0.04731662,M S,14,14,7,1,2.935260216,4.286244715
229,Michael Dawson,Hull,EPL,28,2436,1,1,0,0.876863817,0.31183219,0.876863817,0.032396446,0.011520894,0.032396446,D,15,6,7,0,2.965152167,3.035187041
230,Mario Balotelli,Liverpool,EPL,16,936,1,1,0,5.241074018,0.430374807,5.241074018,0.503949425,0.041382193,0.503949425,F S,56,9,5,0,0.637515649,5.485242995
231,Roberto Soldado,Tottenham,EPL,24,776,1,1,1,3.387369361,1.198317744,2.626200464,0.392865003,0.138980151,0.304585105,F S,21,9,1,0,0.990176022,4.363314066
232,Jonás Gutiérrez,Newcastle United,EPL,10,629,1,1,1,0.304380804,0.623145487,0.304380804,0.043552102,0.089162311,0.043552102,D M S,10,5,4,0,1.048758077,1.368332976
233,Rémy Cabella,Newcastle United,EPL,31,1960,1,1,2,3.088323716,2.111989398,3.088323716,0.141810783,0.096979105,0.141810783,F M S,43,38,2,0,2.629264828,6.813124564
234,Silvestre Varela,West Bromwich Albion,EPL,7,330,1,1,0,0.981028588,0.359151059,0.981028588,0.267553251,0.097950289,0.267553251,M S,10,6,1,0,0.991014,2.255843183
235,Nélson Oliveira,Swansea,EPL,10,392,1,1,0,0.938034359,0.174474717,0.938034359,0.215365031,0.040057971,0.215365031,F M S,11,4,0,0,0.131017772,1.05806648
236,Clint Hill,Queens Park Rangers,EPL,19,1411,1,1,0,0.376940344,0.738168475,0.376940344,0.02404297,0.047083744,0.02404297,D S,7,14,4,0,0.890715095,1.474975392
237,Paul McShane,Hull,EPL,20,1694,1,1,0,1.103417269,0.054239528,1.103417269,0.058623113,0.002881675,0.058623113,D S,11,2,2,0,1.177116636,1.346031398
238,Stephen Quinn,Hull,EPL,28,1641,1,1,3,1.262466382,2.144220194,1.262466382,0.069239473,0.117598914,0.069239473,M S,16,22,3,1,2.51099355,4.965919867
239,Sone Aluko,Hull,EPL,25,1245,1,1,0,1.746945143,1.057400245,1.746945143,0.126285191,0.076438572,0.126285191,F S,31,13,2,0,1.602933514,3.72519791
240,Ross Wallace,Burnley,EPL,15,206,1,1,0,0.558885621,1.287274614,0.558885621,0.24417333,0.56240153,0.24417333,M S,10,9,2,0,0.605915066,1.199594377
241,Joey Barton,Queens Park Rangers,EPL,28,2347,1,1,3,2.055412005,5.228928085,2.055412005,0.078818526,0.200512794,0.078818526,M S,35,58,11,1,5.230196917,7.56051829
242,Paul Konchesky,Leicester,EPL,26,2264,1,1,1,0.1941553,0.564399695,0.1941553,0.007718188,0.022436384,0.007718188,D,5,8,3,2,1.84576765,2.515885684
243,Chris Wood,Leicester,EPL,7,91,1,1,0,0.721227061,0,0.721227061,0.713301489,0,0.713301489,S,5,0,0,0,0.08167064,0.74897496
244,Lewis Holtby,Tottenham,EPL,1,28,0,0,0,0.045790091,0,0.045790091,0.147182436,0,0.147182436,S,1,0,0,0,0.655141175,0.700931251
245,Chicharito,Manchester United,EPL,1,49,0,0,0,0,0.015597633,0,0,0.028648714,0,F,0,1,0,0,0.046568688,0.046568688
246,Andreas Christensen,Chelsea,EPL,1,9,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.016525405,0.016525405
247,Adnan Januzaj,Manchester United,EPL,18,841,0,0,0,1.34528706,1.488403574,1.34528706,0.143966511,0.15928219,0.143966511,M S,25,16,0,0,2.252108034,4.198712906
248,Lucas Leiva,Liverpool,EPL,20,1321,0,0,0,0.59697579,0.418712386,0.59697579,0.040672083,0.02852696,0.040672083,M S,11,8,4,0,4.298969025,5.052654309
249,Kolo Touré,Liverpool,EPL,12,708,0,0,0,0.019479992,0.144001633,0.019479992,0.00247627,0.018305292,0.00247627,D S,1,1,0,0,0.887062242,0.887062242
250,Jordon Ibe,Liverpool,EPL,12,616,0,0,0,0.585162358,0.359491717,0.585162358,0.0854945,0.05252314,0.0854945,F M S,10,6,0,0,1.72134473,2.342745947
251,Mamadou Sakho,Liverpool,EPL,16,1419,0,0,0,0.111689067,0.115919805,0.111689067,0.007083873,0.007352208,0.007083873,D S,2,5,1,0,4.145990308,4.231289123
252,Simon Mignolet,Liverpool,EPL,36,3225,0,0,0,0,0.02310284,0,0,0.00064473,0,GK S,0,1,0,0,3.228155991,3.251258831
253,Petr Cech,Chelsea,EPL,7,607,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.78639555,0.78639555
254,Gabriel,Arsenal,EPL,6,347,0,0,1,0.04296276,0.027459411,0.04296276,0.011143079,0.007122037,0.011143079,D S,2,1,0,0,0.83426778,0.83426778
255,Nacho Monreal,Arsenal,EPL,28,2308,0,0,1,0.304137729,1.377957473,0.304137729,0.01185979,0.053733177,0.01185979,D S,4,12,3,0,8.25797916,9.09213924
256,Francis Coquelin,Arsenal,EPL,22,1667,0,0,0,0.083622405,0.18764721,0.083622405,0.004514707,0.010130923,0.004514707,M S,5,5,5,0,6.035230998,6.154336169
257,David Ospina,Arsenal,EPL,18,1620,0,0,0,0,0.046796385,0,0,0.002599799,0,GK,0,2,0,0,2.018061992,2.064858368
258,Joel Campbell,Arsenal,EPL,4,34,0,0,0,0,0.085523762,0,0,0.226386428,0,S,0,2,0,0,0.134562314,0.154009135
259,Per Mertesacker,Arsenal,EPL,35,3150,0,0,1,0.81975833,0.23774676,0.81975833,0.023421667,0.006792765,0.023421667,D,13,3,2,0,7.591858083,7.74528929
260,Wayne Hennessey,Crystal Palace,EPL,3,213,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.014077309,0.014077309
261,Damien Delaney,Crystal Palace,EPL,29,2430,0,0,0,0.743397152,0.739634127,0.743397152,0.027533228,0.027393857,0.027533228,D S,13,8,6,1,1.757927686,2.114410419
262,Pape Souaré,Crystal Palace,EPL,9,603,0,0,0,0.042145032,1.764070898,0.042145032,0.006290303,0.263294164,0.006290303,D S,3,6,1,0,1.331420723,1.968469705
263,Julian Speroni,Crystal Palace,EPL,36,3207,0,0,0,0,0,0,0,0,0,GK,0,0,1,0,2.27903525,2.27903525
264,Adrian Mariappa,Crystal Palace,EPL,12,838,0,0,0,0,0.064395896,0,0,0.006916027,0,D S,0,3,3,0,0.867907919,0.908168418
265,Martin Kelly,Crystal Palace,EPL,31,2503,0,0,1,0.187416925,0.805110566,0.187416925,0.006738923,0.028949241,0.006738923,D S,10,10,2,0,1.748550493,2.444536952
266,Lee Chung-yong,Crystal Palace,EPL,3,86,0,0,0,0.095306113,0,0.095306113,0.099738956,0,0.099738956,M S,2,0,0,0,0.151968688,0.205949947
267,Adrián,West Ham,EPL,38,3392,0,0,0,0,0.129581422,0,0,0.003438186,0,GK,0,3,3,1,2.692227425,2.757377448
268,Kieran Gibbs,Arsenal,EPL,22,1657,0,0,3,1.078399238,1.821300502,1.078399238,0.058573284,0.098923986,0.058573284,D S,12,15,3,0,7.215291787,8.999923518
269,David de Gea,Manchester United,EPL,37,3315,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,3.72518144,3.72518144
270,Marcos Rojo,Manchester United,EPL,22,1767,0,0,0,1.529911123,0.338365896,1.529911123,0.077924166,0.017234256,0.077924166,D S,16,10,6,0,5.482039046,5.80476765
271,Jesse Lingard,Manchester United,EPL,1,23,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0.018741013,0.018741013
272,Paddy McNair,Manchester United,EPL,16,1023,0,0,0,0.310816174,0.241509223,0.310816174,0.027344531,0.021247146,0.027344531,D S,4,5,2,0,3.316240704,3.425566142
273,Etienne Capoue,Tottenham,EPL,12,911,0,0,0,0.117790921,0.240707254,0.117790921,0.011636864,0.02378008,0.011636864,M S,7,4,2,0,3.654396258,3.860857837
274,Nathan Aké,Chelsea,EPL,1,14,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.072314046,0.072314046
275,Costel Pantilimon,Sunderland,EPL,28,2520,0,0,0,0,0,0,0,0,0,GK,0,0,2,0,0.55805249,0.55805249
276,Adlène Guédioura,Crystal Palace,EPL,7,111,0,0,0,0.359661108,0.216649771,0.359661108,0.291617114,0.175661976,0.291617114,S,5,1,1,0,0.72794567,1.244649842
277,Joel Robles,Everton,EPL,7,575,0,0,0,0,0,0,0,0,0,GK S,0,0,1,0,0.392800773,0.392800773
278,Gareth Barry,Everton,EPL,33,2832,0,0,2,1.35976047,1.673618319,1.35976047,0.043212727,0.053187023,0.043212727,D M,16,16,10,1,6.384344548,7.333153334
279,Bryan Oviedo,Everton,EPL,6,306,0,0,0,0.059687053,0.536016957,0.059687053,0.017555016,0.157652046,0.017555016,D S,3,3,3,0,0.081703475,0.118711349
280,Tim Howard,Everton,EPL,32,2845,0,0,0,0,0.019439092,0,0,0.000614945,0,GK,0,1,3,0,2.07906097,2.098500041
281,Dejan Lovren,Liverpool,EPL,26,2032,0,0,0,0.893437361,0.071862376,0.893437361,0.039571537,0.003182881,0.039571537,D S,18,2,4,0,4.789023381,4.946632884
282,Joe Hart,Manchester City,EPL,36,3240,0,0,0,0,0,0,0,0,0,GK,0,0,1,0,4.489312321,4.489312321
283,Vincent Kompany,Manchester City,EPL,25,2035,0,0,0,0.328600297,0.856727712,0.328600297,0.014532691,0.037889678,0.014532691,D S,6,4,7,0,8.623438383,8.872334601
284,Jesús Navas,Manchester City,EPL,35,2237,0,0,8,3.682457199,8.58847859,3.682457199,0.148154291,0.345535571,0.148154291,M S,45,80,3,0,11.62154521,20.13798863
285,Willy Caballero,Manchester City,EPL,2,180,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.201759763,0.201759763
286,Bacary Sagna,Manchester City,EPL,9,736,0,0,0,0.020587854,0.760154761,0.020587854,0.002517537,0.092953707,0.002517537,D S,1,9,1,0,3.335902356,3.730939098
287,Eliaquim Mangala,Manchester City,EPL,25,2188,0,0,2,0.873505697,1.037903043,0.873505697,0.035930307,0.042692538,0.035930307,D S,14,5,3,1,7.02933855,7.137329081
288,Antonio Valencia,Manchester United,EPL,32,2588,0,0,2,0.22489924,2.210672962,0.22489924,0.007821071,0.076878117,0.007821071,D M S,6,26,4,0,9.070949309,10.77108137
289,Jordon Mutch,"Crystal Palace,Queens Park Rangers",EPL,16,850,0,0,1,0.936836102,0.845006082,0.936836102,0.099194411,0.089471232,0.099194411,M S,14,10,5,0,0.962716731,1.878280662
290,Alex McCarthy,Queens Park Rangers,EPL,3,237,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.555083998,0.555083998
291,Hugo Lloris,Tottenham,EPL,35,3063,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,3.140589194,3.140589194
292,Kyle Walker,Tottenham,EPL,15,1309,0,0,0,0.155684853,0.923587831,0.155684853,0.010704077,0.063501073,0.010704077,D,6,11,3,0,3.531445168,3.92946754
